"cansicieng.wordpress.com",7
"cansici.cat",2
"WordPress.com Media can-sici-plc3a0nol-vista-general.jpg",2
"cansicifr.wordpress.com",2
"wordpress.com/log-in?redirect_to=https%3A%2F%2Fr-login.wordpress.com%2Fremote-login.php%3Faction%3Dlink%26back%3Dhttps%253A%252F%252Fcansici.cat%252Fnormes%252F",1
"es.turismegarrotxa.com",1
"dexcursio.net/rocacorba/fitxa.html",1
"valldellemena.cat/?tool=llemena&tool_section=pagina&action=show_record&pagina_id=94&language=cat",1
